time;entries;exits;station
2010-11-19 16:00:00;1186.0;688.0;FULTON ST
2010-11-19 20:00:00;2099.0;835.0;FULTON ST
2010-11-20 04:00:00;94.0;214.0;FULTON ST
2010-11-20 08:00:00;220.0;362.0;FULTON ST
2010-11-20 12:00:00;513.0;569.0;FULTON ST
2010-11-20 16:00:00;1049.0;1646.0;FULTON ST
2010-11-20 20:00:00;897.0;1505.0;FULTON ST
2010-11-21 00:00:00;314.0;685.0;FULTON ST
2010-11-21 04:00:00;61.0;233.0;FULTON ST
2010-11-21 08:00:00;142.0;341.0;FULTON ST
2010-11-21 12:00:00;450.0;1115.0;FULTON ST
2010-11-21 16:00:00;880.0;1443.0;FULTON ST
2010-11-21 20:00:00;640.0;896.0;FULTON ST
2010-11-22 00:00:00;154.0;349.0;FULTON ST
2010-11-22 04:00:00;101.0;209.0;FULTON ST
2010-11-22 08:00:00;782.0;2465.0;FULTON ST
2010-11-22 12:00:00;1419.0;3451.0;FULTON ST
2010-11-22 16:00:00;3508.0;2527.0;FULTON ST
2010-11-22 20:00:00;4028.0;2155.0;FULTON ST
2010-11-23 00:00:00;496.0;664.0;FULTON ST
2010-11-23 04:00:00;110.0;222.0;FULTON ST
2010-11-23 08:00:00;735.0;2489.0;FULTON ST
2010-11-23 12:00:00;1415.0;3640.0;FULTON ST
2010-11-23 16:00:00;3418.0;2712.0;FULTON ST
2010-11-23 20:00:00;4054.0;2148.0;FULTON ST
2010-11-24 00:00:00;554.0;663.0;FULTON ST
2010-11-24 04:00:00;128.0;217.0;FULTON ST
2010-11-24 08:00:00;669.0;2220.0;FULTON ST
2010-11-24 12:00:00;1971.0;4720.0;FULTON ST
2010-11-24 16:00:00;3457.0;1240.0;FULTON ST
2010-11-24 20:00:00;2701.0;1785.0;FULTON ST
2010-11-25 00:00:00;398.0;490.0;FULTON ST
2010-11-25 04:00:00;44.0;115.0;FULTON ST
2010-11-25 08:00:00;133.0;248.0;FULTON ST
2010-11-25 12:00:00;325.0;690.0;FULTON ST
2010-11-25 16:00:00;456.0;834.0;FULTON ST
2010-11-25 20:00:00;382.0;426.0;FULTON ST
2010-11-26 00:00:00;148.0;419.0;FULTON ST
2010-11-26 04:00:00;104.0;244.0;FULTON ST
2010-11-26 08:00:00;336.0;1020.0;FULTON ST
2010-11-26 12:00:00;757.0;2123.0;FULTON ST
2010-11-26 16:00:00;1737.0;2735.0;FULTON ST
2010-11-26 20:00:00;1271.0;782.0;FULTON ST
2010-11-27 04:00:00;40.0;43.0;FULTON ST
2010-11-27 08:00:00;113.0;185.0;FULTON ST
2010-11-27 12:00:00;577.0;550.0;FULTON ST
2010-11-27 16:00:00;1253.0;619.0;FULTON ST
2010-11-27 20:00:00;1146.0;344.0;FULTON ST
2010-11-28 00:00:00;384.0;112.0;FULTON ST
2010-11-28 04:00:00;45.0;32.0;FULTON ST
2010-11-28 08:00:00;80.0;125.0;FULTON ST
2010-11-28 12:00:00;358.0;400.0;FULTON ST
2010-11-28 16:00:00;835.0;449.0;FULTON ST
2010-11-28 20:00:00;811.0;244.0;FULTON ST
2010-11-29 00:00:00;276.0;47.0;FULTON ST
2010-11-29 04:00:00;53.0;93.0;FULTON ST
2010-11-29 08:00:00;538.0;1170.0;FULTON ST
2010-11-29 12:00:00;1177.0;1597.0;FULTON ST
2010-11-29 16:00:00;3329.0;908.0;FULTON ST
2010-11-29 20:00:00;4489.0;476.0;FULTON ST
2010-11-30 00:00:00;578.0;85.0;FULTON ST
2010-11-30 04:00:00;111.0;97.0;FULTON ST
2010-11-30 08:00:00;606.0;1277.0;FULTON ST
2010-11-30 12:00:00;1257.0;1646.0;FULTON ST
2010-11-30 16:00:00;3502.0;994.0;FULTON ST
2010-11-30 20:00:00;4639.0;509.0;FULTON ST
2010-12-01 00:00:00;594.0;115.0;FULTON ST
2010-12-01 04:00:00;138.0;104.0;FULTON ST
2010-12-01 08:00:00;584.0;1242.0;FULTON ST
2010-12-01 12:00:00;1160.0;1578.0;FULTON ST
2010-12-01 16:00:00;2854.0;834.0;FULTON ST
2010-12-01 20:00:00;4379.0;495.0;FULTON ST
2010-12-02 00:00:00;674.0;113.0;FULTON ST
2010-12-02 04:00:00;89.0;88.0;FULTON ST
2010-12-02 08:00:00;650.0;1252.0;FULTON ST
2010-12-02 12:00:00;1604.0;1682.0;FULTON ST
2010-12-02 16:00:00;3084.0;868.0;FULTON ST
2010-12-02 20:00:00;4240.0;465.0;FULTON ST
2010-12-03 00:00:00;781.0;146.0;FULTON ST
2010-12-03 04:00:00;164.0;309.0;FULTON ST
2010-12-03 08:00:00;527.0;940.0;FULTON ST
2010-12-03 12:00:00;1361.0;1699.0;FULTON ST
2010-12-03 16:00:00;3835.0;1072.0;FULTON ST
2010-12-03 20:00:00;4723.0;707.0;FULTON ST
2010-12-04 04:00:00;77.0;81.0;FULTON ST
2010-12-04 08:00:00;200.0;474.0;FULTON ST
2010-12-04 12:00:00;680.0;1015.0;FULTON ST
2010-12-04 16:00:00;1124.0;1118.0;FULTON ST
2010-12-04 20:00:00;911.0;824.0;FULTON ST
2010-12-05 00:00:00;436.0;340.0;FULTON ST
2010-12-05 04:00:00;77.0;113.0;FULTON ST
2010-12-05 08:00:00;136.0;225.0;FULTON ST
2010-12-05 12:00:00;484.0;810.0;FULTON ST
2010-12-05 16:00:00;908.0;800.0;FULTON ST
2010-12-05 20:00:00;511.0;416.0;FULTON ST
2010-12-06 00:00:00;121.0;185.0;FULTON ST
2010-12-06 04:00:00;109.0;143.0;FULTON ST
2010-12-06 08:00:00;646.0;2355.0;FULTON ST
2010-12-06 12:00:00;1237.0;3501.0;FULTON ST
2010-12-06 16:00:00;2580.0;2053.0;FULTON ST
2010-12-06 20:00:00;2650.0;2060.0;FULTON ST
2010-12-07 00:00:00;287.0;346.0;FULTON ST
2010-12-07 04:00:00;137.0;141.0;FULTON ST
2010-12-07 08:00:00;522.0;1118.0;FULTON ST
2010-12-07 12:00:00;652.0;1754.0;FULTON ST
2010-12-07 16:00:00;2651.0;2210.0;FULTON ST
2010-12-07 20:00:00;2620.0;2054.0;FULTON ST
2010-12-08 00:00:00;352.0;448.0;FULTON ST
2010-12-08 04:00:00;136.0;128.0;FULTON ST
2010-12-08 08:00:00;623.0;2000.0;FULTON ST
2010-12-08 12:00:00;1735.0;4772.0;FULTON ST
2010-12-08 16:00:00;2073.0;946.0;FULTON ST
2010-12-08 20:00:00;2688.0;2105.0;FULTON ST
2010-12-09 00:00:00;305.0;409.0;FULTON ST
2010-12-09 04:00:00;57.0;32.0;FULTON ST
2010-12-09 08:00:00;467.0;1032.0;FULTON ST
2010-12-09 12:00:00;627.0;563.0;FULTON ST
2010-12-09 16:00:00;2584.0;2297.0;FULTON ST
2010-12-09 20:00:00;2650.0;2308.0;FULTON ST
2010-12-10 00:00:00;454.0;457.0;FULTON ST
2010-12-10 04:00:00;149.0;136.0;FULTON ST
2010-12-10 08:00:00;609.0;2097.0;FULTON ST
2010-12-10 12:00:00;1082.0;3687.0;FULTON ST
2010-12-10 16:00:00;2645.0;2367.0;FULTON ST
2010-12-10 20:00:00;2621.0;2284.0;FULTON ST
2010-12-11 04:00:00;19.0;23.0;FULTON ST
2010-12-11 08:00:00;109.0;85.0;FULTON ST
2010-12-11 12:00:00;427.0;174.0;FULTON ST
2010-12-11 16:00:00;805.0;132.0;FULTON ST
2010-12-11 20:00:00;515.0;88.0;FULTON ST
2010-12-12 00:00:00;160.0;26.0;FULTON ST
2010-12-12 04:00:00;25.0;23.0;FULTON ST
2010-12-12 08:00:00;82.0;48.0;FULTON ST
2010-12-12 12:00:00;238.0;102.0;FULTON ST
2010-12-12 16:00:00;476.0;84.0;FULTON ST
2010-12-12 20:00:00;226.0;38.0;FULTON ST
2010-12-13 00:00:00;50.0;5.0;FULTON ST
2010-12-13 04:00:00;74.0;84.0;FULTON ST
2010-12-13 08:00:00;432.0;496.0;FULTON ST
2010-12-13 12:00:00;464.0;398.0;FULTON ST
2010-12-13 16:00:00;1373.0;313.0;FULTON ST
2010-12-13 20:00:00;998.0;146.0;FULTON ST
2010-12-14 00:00:00;80.0;11.0;FULTON ST
2010-12-14 04:00:00;52.0;33.0;FULTON ST
2010-12-14 08:00:00;528.0;528.0;FULTON ST
2010-12-14 12:00:00;531.0;359.0;FULTON ST
2010-12-14 16:00:00;1481.0;361.0;FULTON ST
2010-12-14 20:00:00;1626.0;128.0;FULTON ST
2010-12-15 00:00:00;177.0;18.0;FULTON ST
2010-12-15 04:00:00;70.0;24.0;FULTON ST
2010-12-15 08:00:00;550.0;539.0;FULTON ST
2010-12-15 12:00:00;671.0;373.0;FULTON ST
2010-12-15 16:00:00;1596.0;387.0;FULTON ST
2010-12-15 20:00:00;1535.0;159.0;FULTON ST
2010-12-16 00:00:00;106.0;14.0;FULTON ST
2010-12-16 04:00:00;61.0;24.0;FULTON ST
2010-12-16 08:00:00;520.0;258.0;FULTON ST
2010-12-16 12:00:00;499.0;138.0;FULTON ST
2010-12-16 16:00:00;1345.0;187.0;FULTON ST
2010-12-16 20:00:00;1135.0;151.0;FULTON ST
2010-12-17 00:00:00;129.0;20.0;FULTON ST
2010-12-17 04:00:00;57.0;32.0;FULTON ST
2010-12-17 08:00:00;473.0;509.0;FULTON ST
2010-12-17 12:00:00;581.0;365.0;FULTON ST
2010-12-17 16:00:00;1568.0;425.0;FULTON ST
2010-12-17 20:00:00;997.0;179.0;FULTON ST
2010-12-18 04:00:00;59.0;95.0;FULTON ST
2010-12-18 08:00:00;282.0;531.0;FULTON ST
2010-12-18 12:00:00;1329.0;1077.0;FULTON ST
2010-12-18 16:00:00;2124.0;1042.0;FULTON ST
2010-12-18 20:00:00;1646.0;663.0;FULTON ST
2010-12-19 00:00:00;619.0;350.0;FULTON ST
2010-12-19 04:00:00;75.0;66.0;FULTON ST
2010-12-19 08:00:00;226.0;285.0;FULTON ST
2010-12-19 12:00:00;1104.0;997.0;FULTON ST
2010-12-19 16:00:00;1905.0;915.0;FULTON ST
2010-12-19 20:00:00;991.0;495.0;FULTON ST
2010-12-20 00:00:00;277.0;186.0;FULTON ST
2010-12-20 04:00:00;79.0;162.0;FULTON ST
2010-12-20 08:00:00;1264.0;2298.0;FULTON ST
2010-12-20 12:00:00;2684.0;1188.0;FULTON ST
2010-12-20 16:00:00;3327.0;926.0;FULTON ST
2010-12-20 20:00:00;2430.0;629.0;FULTON ST
2010-12-21 00:00:00;300.0;143.0;FULTON ST
2010-12-21 04:00:00;105.0;156.0;FULTON ST
2010-12-21 08:00:00;1011.0;1169.0;FULTON ST
2010-12-21 12:00:00;1298.0;648.0;FULTON ST
2010-12-21 16:00:00;3868.0;820.0;FULTON ST
2010-12-21 20:00:00;2640.0;678.0;FULTON ST
2010-12-22 00:00:00;372.0;186.0;FULTON ST
2010-12-22 04:00:00;103.0;130.0;FULTON ST
2010-12-22 08:00:00;1097.0;1779.0;FULTON ST
2010-12-22 12:00:00;1506.0;932.0;FULTON ST
2010-12-22 16:00:00;4209.0;1117.0;FULTON ST
2010-12-22 20:00:00;2313.0;599.0;FULTON ST
2010-12-23 00:00:00;351.0;153.0;FULTON ST
2010-12-23 04:00:00;82.0;120.0;FULTON ST
2010-12-23 08:00:00;916.0;1592.0;FULTON ST
2010-12-23 12:00:00;1693.0;1009.0;FULTON ST
2010-12-23 16:00:00;4276.0;1111.0;FULTON ST
2010-12-23 20:00:00;2135.0;490.0;FULTON ST
2010-12-24 00:00:00;350.0;183.0;FULTON ST
2010-12-24 04:00:00;45.0;82.0;FULTON ST
2010-12-24 08:00:00;450.0;992.0;FULTON ST
2010-12-24 12:00:00;1229.0;990.0;FULTON ST
2010-12-24 16:00:00;1903.0;856.0;FULTON ST
2010-12-24 20:00:00;701.0;289.0;FULTON ST
2010-12-25 04:00:00;37.0;30.0;FULTON ST
2010-12-25 08:00:00;62.0;69.0;FULTON ST
2010-12-25 12:00:00;278.0;251.0;FULTON ST
2010-12-25 16:00:00;675.0;285.0;FULTON ST
2010-12-25 20:00:00;525.0;181.0;FULTON ST
2010-12-26 00:00:00;195.0;56.0;FULTON ST
2010-12-26 04:00:00;35.0;52.0;FULTON ST
2010-12-26 08:00:00;139.0;188.0;FULTON ST
2010-12-26 12:00:00;507.0;501.0;FULTON ST
2010-12-26 16:00:00;1314.0;464.0;FULTON ST
2010-12-26 20:00:00;1190.0;203.0;FULTON ST
2010-12-27 00:00:00;365.0;79.0;FULTON ST
2010-12-27 04:00:00;92.0;68.0;FULTON ST
2010-12-27 08:00:00;287.0;305.0;FULTON ST
2010-12-27 12:00:00;741.0;396.0;FULTON ST
2010-12-27 16:00:00;1612.0;507.0;FULTON ST
2010-12-27 20:00:00;1901.0;207.0;FULTON ST
2010-12-28 00:00:00;408.0;83.0;FULTON ST
2010-12-28 04:00:00;102.0;103.0;FULTON ST
2010-12-28 08:00:00;597.0;1153.0;FULTON ST
2010-12-28 12:00:00;1562.0;1474.0;FULTON ST
2010-12-28 16:00:00;3633.0;1332.0;FULTON ST
2010-12-28 20:00:00;4338.0;539.0;FULTON ST
2010-12-29 00:00:00;892.0;134.0;FULTON ST
2010-12-29 04:00:00;180.0;148.0;FULTON ST
2010-12-29 08:00:00;651.0;1404.0;FULTON ST
2010-12-29 12:00:00;1734.0;1463.0;FULTON ST
2010-12-29 16:00:00;4240.0;1526.0;FULTON ST
2010-12-29 20:00:00;5099.0;705.0;FULTON ST
2010-12-30 00:00:00;903.0;141.0;FULTON ST
2010-12-30 04:00:00;180.0;149.0;FULTON ST
2010-12-30 08:00:00;551.0;1479.0;FULTON ST
2010-12-30 12:00:00;1687.0;1861.0;FULTON ST
2010-12-30 16:00:00;4470.0;1740.0;FULTON ST
2010-12-30 20:00:00;4737.0;747.0;FULTON ST
2010-12-31 00:00:00;973.0;179.0;FULTON ST
2010-12-31 04:00:00;112.0;103.0;FULTON ST
2010-12-31 08:00:00;366.0;548.0;FULTON ST
2010-12-31 12:00:00;1298.0;960.0;FULTON ST
2010-12-31 16:00:00;3194.0;878.0;FULTON ST
2010-12-31 20:00:00;2641.0;950.0;FULTON ST
2011-01-01 04:00:00;108.0;219.0;FULTON ST
2011-01-01 08:00:00;76.0;130.0;FULTON ST
2011-01-01 12:00:00;249.0;444.0;FULTON ST
2011-01-01 16:00:00;525.0;620.0;FULTON ST
2011-01-01 20:00:00;420.0;330.0;FULTON ST
2011-01-02 00:00:00;190.0;112.0;FULTON ST
2011-01-02 04:00:00;22.0;45.0;FULTON ST
2011-01-02 08:00:00;105.0;175.0;FULTON ST
2011-01-02 12:00:00;362.0;623.0;FULTON ST
2011-01-02 16:00:00;630.0;662.0;FULTON ST
2011-01-02 20:00:00;461.0;342.0;FULTON ST
2011-01-03 00:00:00;128.0;53.0;FULTON ST
2011-01-03 04:00:00;96.0;123.0;FULTON ST
2011-01-03 08:00:00;520.0;988.0;FULTON ST
2011-01-03 12:00:00;558.0;501.0;FULTON ST
2011-01-03 16:00:00;1563.0;838.0;FULTON ST
2011-01-03 20:00:00;405.0;443.0;FULTON ST
2011-01-04 00:00:00;123.0;105.0;FULTON ST
2011-01-04 04:00:00;91.0;108.0;FULTON ST
2011-01-04 08:00:00;548.0;1033.0;FULTON ST
2011-01-04 12:00:00;527.0;524.0;FULTON ST
2011-01-04 16:00:00;1555.0;912.0;FULTON ST
2011-01-04 20:00:00;455.0;500.0;FULTON ST
2011-01-05 00:00:00;90.0;110.0;FULTON ST
2011-01-05 04:00:00;102.0;101.0;FULTON ST
2011-01-05 08:00:00;539.0;1059.0;FULTON ST
2011-01-05 12:00:00;524.0;522.0;FULTON ST
2011-01-05 16:00:00;1578.0;896.0;FULTON ST
2011-01-05 20:00:00;447.0;534.0;FULTON ST
2011-01-06 00:00:00;112.0;80.0;FULTON ST
2011-01-06 04:00:00;96.0;101.0;FULTON ST
2011-01-06 08:00:00;562.0;979.0;FULTON ST
2011-01-06 12:00:00;531.0;506.0;FULTON ST
2011-01-06 16:00:00;1564.0;917.0;FULTON ST
2011-01-06 20:00:00;524.0;430.0;FULTON ST
2011-01-07 00:00:00;133.0;102.0;FULTON ST
2011-01-07 04:00:00;96.0;107.0;FULTON ST
2011-01-07 08:00:00;572.0;996.0;FULTON ST
2011-01-07 12:00:00;550.0;557.0;FULTON ST
2011-01-07 16:00:00;1428.0;812.0;FULTON ST
2011-01-07 20:00:00;576.0;469.0;FULTON ST
2011-01-08 04:00:00;82.0;145.0;FULTON ST
2011-01-08 08:00:00;42.0;266.0;FULTON ST
2011-01-08 12:00:00;172.0;953.0;FULTON ST
2011-01-08 16:00:00;687.0;1501.0;FULTON ST
2011-01-08 20:00:00;752.0;1199.0;FULTON ST
2011-01-09 00:00:00;219.0;578.0;FULTON ST
2011-01-09 04:00:00;30.0;124.0;FULTON ST
2011-01-09 08:00:00;37.0;124.0;FULTON ST
2011-01-09 12:00:00;104.0;630.0;FULTON ST
2011-01-09 16:00:00;370.0;1122.0;FULTON ST
2011-01-09 20:00:00;509.0;1041.0;FULTON ST
2011-01-10 00:00:00;195.0;422.0;FULTON ST
2011-01-10 04:00:00;22.0;31.0;FULTON ST
2011-01-10 08:00:00;361.0;1816.0;FULTON ST
2011-01-10 12:00:00;1394.0;4230.0;FULTON ST
2011-01-10 16:00:00;1382.0;613.0;FULTON ST
2011-01-10 20:00:00;4987.0;1618.0;FULTON ST
2011-01-11 00:00:00;548.0;580.0;FULTON ST
2011-01-11 04:00:00;37.0;59.0;FULTON ST
2011-01-11 08:00:00;14.0;11.0;FULTON ST
2011-01-11 12:00:00;634.0;1074.0;FULTON ST
2011-01-11 16:00:00;1963.0;1293.0;FULTON ST
2011-01-11 20:00:00;6500.0;1734.0;FULTON ST
2011-01-12 00:00:00;633.0;599.0;FULTON ST
2011-01-12 04:00:00;59.0;71.0;FULTON ST
2011-01-12 08:00:00;183.0;1139.0;FULTON ST
2011-01-12 12:00:00;718.0;3222.0;FULTON ST
2011-01-12 16:00:00;1064.0;900.0;FULTON ST
2011-01-12 20:00:00;3670.0;1267.0;FULTON ST
2011-01-13 00:00:00;460.0;484.0;FULTON ST
2011-01-13 04:00:00;42.0;53.0;FULTON ST
2011-01-13 08:00:00;348.0;1818.0;FULTON ST
2011-01-13 12:00:00;1120.0;4575.0;FULTON ST
2011-01-13 16:00:00;1630.0;1272.0;FULTON ST
2011-01-13 20:00:00;5080.0;1620.0;FULTON ST
2011-01-14 00:00:00;623.0;644.0;FULTON ST
2011-01-14 04:00:00;55.0;62.0;FULTON ST
2011-01-14 08:00:00;328.0;1847.0;FULTON ST
2011-01-14 12:00:00;1177.0;3605.0;FULTON ST
2011-01-14 16:00:00;1831.0;1326.0;FULTON ST
2011-01-14 20:00:00;4343.0;1535.0;FULTON ST
2011-01-15 04:00:00;143.0;202.0;FULTON ST
2011-01-15 08:00:00;228.0;351.0;FULTON ST
2011-01-15 12:00:00;727.0;935.0;FULTON ST
2011-01-15 16:00:00;1492.0;1205.0;FULTON ST
2011-01-15 20:00:00;1313.0;1070.0;FULTON ST
2011-01-16 00:00:00;497.0;517.0;FULTON ST
2011-01-16 04:00:00;97.0;136.0;FULTON ST
2011-01-16 08:00:00;170.0;208.0;FULTON ST
2011-01-16 12:00:00;534.0;715.0;FULTON ST
2011-01-16 16:00:00;1151.0;903.0;FULTON ST
2011-01-16 20:00:00;910.0;709.0;FULTON ST
2011-01-17 00:00:00;348.0;326.0;FULTON ST
2011-01-17 04:00:00;79.0;104.0;FULTON ST
2011-01-17 08:00:00;372.0;582.0;FULTON ST
2011-01-17 12:00:00;928.0;987.0;FULTON ST
2011-01-17 16:00:00;1582.0;1172.0;FULTON ST
2011-01-17 20:00:00;1780.0;963.0;FULTON ST
2011-01-18 00:00:00;470.0;229.0;FULTON ST
2011-01-18 04:00:00;114.0;91.0;FULTON ST
2011-01-18 08:00:00;1345.0;2562.0;FULTON ST
2011-01-18 12:00:00;1497.0;4118.0;FULTON ST
2011-01-18 16:00:00;2531.0;1174.0;FULTON ST
2011-01-18 20:00:00;4192.0;1945.0;FULTON ST
2011-01-19 00:00:00;831.0;381.0;FULTON ST
2011-01-19 04:00:00;173.0;86.0;FULTON ST
2011-01-19 08:00:00;842.0;1589.0;FULTON ST
2011-01-19 12:00:00;1198.0;312.0;FULTON ST
2011-01-19 16:00:00;2558.0;1540.0;FULTON ST
2011-01-19 20:00:00;2705.0;1314.0;FULTON ST
2011-01-20 00:00:00;660.0;278.0;FULTON ST
2011-01-20 04:00:00;128.0;108.0;FULTON ST
2011-01-20 08:00:00;738.0;1534.0;FULTON ST
2011-01-20 12:00:00;1614.0;2336.0;FULTON ST
2011-01-20 16:00:00;3090.0;2152.0;FULTON ST
2011-01-20 20:00:00;4311.0;2221.0;FULTON ST
2011-01-21 00:00:00;979.0;451.0;FULTON ST
2011-01-21 04:00:00;176.0;123.0;FULTON ST
2011-01-21 08:00:00;939.0;1951.0;FULTON ST
2011-01-21 12:00:00;2080.0;3800.0;FULTON ST
2011-01-21 16:00:00;2657.0;2115.0;FULTON ST
2011-01-21 20:00:00;3954.0;2027.0;FULTON ST
2011-01-22 04:00:00;90.0;93.0;FULTON ST
2011-01-22 08:00:00;389.0;637.0;FULTON ST
2011-01-22 12:00:00;964.0;1086.0;FULTON ST
2011-01-22 16:00:00;1617.0;1077.0;FULTON ST
2011-01-22 20:00:00;1204.0;893.0;FULTON ST
2011-01-23 00:00:00;485.0;459.0;FULTON ST
2011-01-23 04:00:00;107.0;108.0;FULTON ST
2011-01-23 08:00:00;284.0;397.0;FULTON ST
2011-01-23 12:00:00;797.0;800.0;FULTON ST
2011-01-23 16:00:00;1335.0;906.0;FULTON ST
2011-01-23 20:00:00;780.0;569.0;FULTON ST
2011-01-24 00:00:00;310.0;314.0;FULTON ST
2011-01-24 04:00:00;46.0;173.0;FULTON ST
2011-01-24 08:00:00;2142.0;8725.0;FULTON ST
2011-01-24 12:00:00;2910.0;3261.0;FULTON ST
2011-01-24 16:00:00;8795.0;2267.0;FULTON ST
2011-01-24 20:00:00;4834.0;1443.0;FULTON ST
2011-01-25 00:00:00;586.0;347.0;FULTON ST
2011-01-25 04:00:00;530.0;2300.0;FULTON ST
2011-01-25 08:00:00;1732.0;6723.0;FULTON ST
2011-01-25 12:00:00;3193.0;3712.0;FULTON ST
2011-01-25 16:00:00;8882.0;2237.0;FULTON ST
2011-01-25 20:00:00;5444.0;1561.0;FULTON ST
2011-01-26 00:00:00;559.0;354.0;FULTON ST
2011-01-26 04:00:00;14.0;1.0;FULTON ST
2011-01-26 08:00:00;19.0;4.0;FULTON ST
2011-01-26 12:00:00;219.0;72.0;FULTON ST
2011-01-26 16:00:00;6722.0;842.0;FULTON ST
2011-01-26 20:00:00;3753.0;1028.0;FULTON ST
2011-01-27 00:00:00;801.0;675.0;FULTON ST
2011-01-27 04:00:00;81.0;140.0;FULTON ST
2011-01-27 08:00:00;1720.0;4216.0;FULTON ST
2011-01-27 12:00:00;2025.0;3437.0;FULTON ST
2011-01-27 16:00:00;5093.0;1913.0;FULTON ST
2011-01-27 20:00:00;3447.0;1238.0;FULTON ST
2011-01-28 00:00:00;724.0;515.0;FULTON ST
2011-01-28 04:00:00;67.0;161.0;FULTON ST
2011-01-28 08:00:00;2084.0;8310.0;FULTON ST
2011-01-28 12:00:00;3144.0;3797.0;FULTON ST
2011-01-28 16:00:00;9102.0;2520.0;FULTON ST
2011-01-28 20:00:00;4911.0;1468.0;FULTON ST
2011-01-29 04:00:00;183.0;165.0;FULTON ST
2011-01-29 08:00:00;246.0;505.0;FULTON ST
2011-01-29 12:00:00;697.0;1018.0;FULTON ST
2011-01-29 16:00:00;2491.0;1847.0;FULTON ST
2011-01-29 20:00:00;2455.0;1176.0;FULTON ST
2011-01-30 00:00:00;1023.0;530.0;FULTON ST
2011-01-30 04:00:00;180.0;201.0;FULTON ST
2011-01-30 08:00:00;167.0;310.0;FULTON ST
2011-01-30 12:00:00;557.0;945.0;FULTON ST
2011-01-30 16:00:00;1990.0;1448.0;FULTON ST
2011-01-30 20:00:00;1638.0;760.0;FULTON ST
2011-01-31 00:00:00;477.0;230.0;FULTON ST
2011-01-31 04:00:00;151.0;179.0;FULTON ST
2011-01-31 08:00:00;1289.0;1997.0;FULTON ST
2011-01-31 12:00:00;2872.0;3237.0;FULTON ST
2011-01-31 16:00:00;3436.0;2159.0;FULTON ST
2011-01-31 20:00:00;8305.0;1716.0;FULTON ST
2011-02-01 00:00:00;1254.0;287.0;FULTON ST
2011-02-01 04:00:00;226.0;185.0;FULTON ST
2011-02-01 08:00:00;1304.0;2383.0;FULTON ST
2011-02-01 12:00:00;3275.0;2858.0;FULTON ST
2011-02-01 16:00:00;3912.0;2008.0;FULTON ST
2011-02-01 20:00:00;7539.0;1488.0;FULTON ST
2011-02-02 00:00:00;1089.0;306.0;FULTON ST
2011-02-02 04:00:00;210.0;149.0;FULTON ST
2011-02-02 08:00:00;2134.0;3206.0;FULTON ST
2011-02-02 12:00:00;1319.0;1611.0;FULTON ST
2011-02-02 16:00:00;4060.0;1979.0;FULTON ST
2011-02-02 20:00:00;6992.0;1486.0;FULTON ST
2011-02-03 00:00:00;1069.0;273.0;FULTON ST
2011-02-03 04:00:00;250.0;344.0;FULTON ST
2011-02-03 08:00:00;2986.0;3994.0;FULTON ST
2011-02-03 12:00:00;1074.0;1249.0;FULTON ST
2011-02-03 16:00:00;2719.0;1388.0;FULTON ST
2011-02-03 20:00:00;1976.0;700.0;FULTON ST
2011-02-04 00:00:00;300.0;106.0;FULTON ST
2011-02-04 04:00:00;127.0;170.0;FULTON ST
2011-02-04 08:00:00;2792.0;4102.0;FULTON ST
2011-02-04 12:00:00;2988.0;1780.0;FULTON ST
2011-02-04 16:00:00;3024.0;1308.0;FULTON ST
2011-02-04 20:00:00;7880.0;1696.0;FULTON ST
2011-02-05 04:00:00;37.0;78.0;FULTON ST
2011-02-05 08:00:00;233.0;551.0;FULTON ST
2011-02-05 12:00:00;684.0;899.0;FULTON ST
2011-02-05 16:00:00;1066.0;964.0;FULTON ST
2011-02-05 20:00:00;691.0;584.0;FULTON ST
2011-02-06 00:00:00;342.0;252.0;FULTON ST
2011-02-06 04:00:00;52.0;65.0;FULTON ST
2011-02-06 08:00:00;168.0;346.0;FULTON ST
2011-02-06 12:00:00;563.0;857.0;FULTON ST
2011-02-06 16:00:00;998.0;918.0;FULTON ST
2011-02-06 20:00:00;468.0;384.0;FULTON ST
2011-02-07 00:00:00;161.0;164.0;FULTON ST
2011-02-07 04:00:00;111.0;119.0;FULTON ST
2011-02-07 08:00:00;654.0;1433.0;FULTON ST
2011-02-07 12:00:00;673.0;638.0;FULTON ST
2011-02-07 16:00:00;2172.0;1119.0;FULTON ST
2011-02-07 20:00:00;549.0;490.0;FULTON ST
2011-02-08 00:00:00;101.0;66.0;FULTON ST
2011-02-08 04:00:00;96.0;136.0;FULTON ST
2011-02-08 08:00:00;703.0;1444.0;FULTON ST
2011-02-08 12:00:00;652.0;595.0;FULTON ST
2011-02-08 16:00:00;2108.0;1114.0;FULTON ST
2011-02-08 20:00:00;650.0;546.0;FULTON ST
2011-02-09 00:00:00;123.0;84.0;FULTON ST
2011-02-09 04:00:00;106.0;120.0;FULTON ST
2011-02-09 08:00:00;698.0;1402.0;FULTON ST
2011-02-09 12:00:00;664.0;635.0;FULTON ST
2011-02-09 16:00:00;2042.0;1008.0;FULTON ST
2011-02-09 20:00:00;557.0;524.0;FULTON ST
2011-02-10 00:00:00;86.0;88.0;FULTON ST
2011-02-10 04:00:00;101.0;117.0;FULTON ST
2011-02-10 08:00:00;679.0;1467.0;FULTON ST
2011-02-10 12:00:00;638.0;636.0;FULTON ST
2011-02-10 16:00:00;2074.0;980.0;FULTON ST
