index;year;month;day;weekday;exits;in_sample;Date;exits_yesterday;exits_last_week;target_daily_roll;target_daily_emov_fast;target_daily_emov_slow;target_daily_weekday_roll;target_daily_weekday_emov_fast;target_daily_weekday_emov_slow
325;2011;4;13;2;13905.0;True;2011-04-13 00:00:00;13472.0;31501.0;19406.5;13444.458107664388;12610.063839483679;22776.5;31040.87060612686;25298.591499709255
326;2011;4;14;3;13791.0;True;2011-04-14 00:00:00;13905.0;30643.0;20119.8;13883.069433698303;13257.53191974184;23605.75;30215.72769723574;25363.782808212603
327;2011;4;15;4;13633.0;True;2011-04-15 00:00:00;13791.0;30404.0;18582.3;13795.38425874754;13524.26595987092;22998.5;29895.81856155729;24676.709975856626
328;2011;4;16;5;9336.0;True;2011-04-16 00:00:00;13633.0;5416.0;16865.9;13640.732583749883;13578.63297993546;7875.25;5594.645219526007;6714.3027182299365
329;2011;4;17;6;7847.0;True;2011-04-17 00:00:00;9336.0;2490.0;14649.4;9540.98726589285;11457.31648996773;4990.75;2688.47278149322;3997.370104347727
330;2011;4;18;0;17841.0;True;2011-04-18 00:00:00;7847.0;13404.0;12369.8;7927.666060280612;9652.158244983864;21449.75;14136.52354317272;18764.001777447484
331;2011;4;19;1;20037.0;True;2011-04-19 00:00:00;17841.0;13472.0;11113.5;17368.93647906098;13746.579122491932;22412.0;14276.63922855766;19481.061400997285
332;2011;4;20;2;21493.0;True;2011-04-20 00:00:00;20037.0;13905.0;12575.6;19909.94935614576;16891.789561245965;21752.5;14720.993838386994;19601.795749854587
333;2011;4;21;3;22033.0;True;2011-04-21 00:00:00;21493.0;13791.0;14475.9;21417.61663600694;19192.394780622984;22364.5;14573.12989034456;19577.39140410626
334;2011;4;22;4;17763.0;True;2011-04-22 00:00:00;22033.0;13633.0;15338.8;22003.696030286046;20612.697390311492;21748.0;14407.419931502729;19154.854987928273
335;2011;4;23;5;14606.0;True;2011-04-23 00:00:00;17763.0;9336.0;15767.9;17964.937906204097;19187.848695155746;7736.875;9157.840248548857;8025.151359114978
336;2011;4;24;6;11741.0;True;2011-04-24 00:00:00;14606.0;7847.0;15838.0;14765.949424104956;16896.92434757787;5348.5;7601.3558467377725;5922.185052173877
337;2011;4;25;0;37876.0;True;2011-04-25 00:00:00;11741.0;17841.0;15633.0;11885.045210671666;14318.962173788936;20397.0;17664.5963591987;18302.50088872374
338;2011;4;26;1;41397.0;True;2011-04-26 00:00:00;37876.0;20037.0;18057.3;36638.33548622246;26097.48108689447;21511.75;19762.697106121792;19759.030700498643
339;2011;4;27;2;36103.0;True;2011-04-27 00:00:00;41397.0;21493.0;21263.4;41170.39692791535;33747.24054344723;22213.0;21170.523516113666;20547.397874927297
340;2011;4;28;3;40739.0;True;2011-04-28 00:00:00;36103.0;22033.0;24089.0;36344.304615615016;34925.120271723616;22015.5;21677.76809001641;20805.195702053134
341;2011;4;29;4;40565.0;True;2011-04-29 00:00:00;40739.0;17763.0;26378.8;40529.728791219764;37832.06013586181;20340.5;17603.2104729287;18458.927493964133
342;2011;4;30;5;3636.5;True;2011-04-30 00:00:00;40565.0;14606.0;28431.6;40563.32041862951;39198.5300679309;9657.875;14346.563821359468;11315.5756795575
343;2011;5;1;6;415.0;True;2011-05-01 00:00:00;3636.5;11741.0;26645.95;5394.920019934741;21417.51503396545;7212.5;11543.874087939894;8831.592526086948
344;2011;5;2;0;16823.0;True;2011-05-02 00:00:00;415.0;37876.0;24484.15;652.1390485683212;10916.257516982725;24571.75;36913.552207580884;28089.25044436189
345;2011;5;3;1;17652.0;True;2011-05-03 00:00:00;16823.0;41397.0;24390.15;16052.959002312777;13869.628758491363;26425.75;40366.795100291514;30578.01535024934
346;2011;5;4;2;17732.0;True;2011-05-04 00:00:00;17652.0;36103.0;24694.75;17575.85519058632;15760.814379245681;25750.5;35391.9296912435;28325.19893746366
347;2011;5;5;3;17199.0;True;2011-05-05 00:00:00;17732.0;40739.0;25293.85;17724.564532885062;16746.40718962284;26801.5;39831.32229000078;30772.097851026585
348;2011;5;6;4;17229.0;True;2011-05-06 00:00:00;17199.0;40565.0;23226.15;17224.026882518338;16972.70359481142;25591.25;39471.581451091835;29511.963746982085
349;2011;5;7;5;14357.0;True;2011-05-07 00:00:00;17229.0;3636.5;20809.35;17228.763184881827;17100.85179740571;8248.625;4146.503039112356;7476.037839778744
350;2011;5;8;6;10566.0;True;2011-05-08 00:00:00;14357.0;415.0;18634.75;14493.750627851516;15728.925898702855;5623.25;944.9463851399955;4623.296263043467
351;2011;5;9;0;29557.0;True;2011-05-09 00:00:00;10566.0;16823.0;15617.45;10753.035744183406;13147.462949351428;21486.0;17779.69296226576;22456.125222180937
352;2011;5;10;1;29246.0;True;2011-05-10 00:00:00;29557.0;17652.0;14516.65;28661.573130675402;21352.231474675715;23139.5;18733.65690953769;24115.007675124667
353;2011;5;11;2;30490.0;True;2011-05-11 00:00:00;29246.0;17732.0;17077.6;29218.170149079782;25299.11573733786;22308.25;18572.949032916356;23028.599468731827
354;2011;5;12;3;31468.0;True;2011-05-12 00:00:00;30490.0;17199.0;20085.1;30429.436673765704;27894.55786866893;23440.5;18276.729632857183;23985.548925513285
355;2011;5;13;4;30453.0;True;2011-05-13 00:00:00;31468.0;17229.0;21549.6;31418.544603512655;29681.278934334463;22297.5;18288.17054529009;23370.481873491037
356;2011;5;14;5;4215.0;True;2011-05-14 00:00:00;30453.0;14357.0;22829.7;30498.978314452983;30067.13946716723;10483.875;13870.78585900535;10916.518919889373
357;2011;5;15;6;1510.0;True;2011-05-15 00:00:00;4215.0;10566.0;21478.0;5466.618014973953;17141.069733583616;7642.25;10107.85458976857;7594.648131521736
358;2011;5;16;0;18522.0;True;2011-05-16 00:00:00;1510.0;29557.0;19909.1;1698.4103816654265;9325.534866791808;25524.25;28996.175855345988;26006.56261109047
359;2011;5;17;1;19664.0;True;2011-05-17 00:00:00;18522.0;29246.0;20038.4;17720.876684841212;13923.767433395904;27083.0;28745.41223378751;26680.503837562334
360;2011;5;18;2;19568.0;True;2011-05-18 00:00:00;19664.0;30490.0;20569.1;19571.47031832577;16793.88371669795;26454.5;29922.521382519826;26759.29973436591
361;2011;5;19;3;19134.0;True;2011-05-19 00:00:00;19568.0;31468.0;21469.3;19568.165253253606;18180.941858348975;27859.75;30839.844268231296;27726.774462756643
362;2011;5;20;4;19660.0;True;2011-05-20 00:00:00;19134.0;30453.0;20427.0;19154.67453586922;18657.470929174488;26502.5;29873.722406918576;26911.74093674552
363;2011;5;21;5;13494.5;True;2011-05-21 00:00:00;19660.0;4215.0;19468.4;19635.93688266044;19158.735464587244;9203.625;4674.7993266193025;7565.759459944686
364;2011;5;22;6;9187.0;True;2011-05-22 00:00:00;13494.5;1510.0;17768.85;13786.949375364784;16326.617732293622;6058.0;1919.4216471318373;4552.324065760867
365;2011;5;23;0;34704.0;True;2011-05-23 00:00:00;9187.0;18522.0;15540.75;9406.045208350704;12756.80886614681;25694.5;19020.770278826;22264.28130554523
366;2011;5;24;1;36647.0;True;2011-05-24 00:00:00;34704.0;19664.0;15965.85;33499.33548611194;23730.404433073403;26989.75;20096.448201608928;23172.251918781167
367;2011;5;25;2;37431.0;True;2011-05-25 00:00:00;36647.0;19568.0;19209.05;36497.11121362438;30188.7022165367;25973.25;20061.072446786657;23163.649867182954
368;2011;5;26;3;30024.0;True;2011-05-26 00:00:00;37431.0;19134.0;22801.15;37386.529105410686;33809.851108268354;27135.0;19691.42115563006;23430.387231378318
369;2011;5;27;4;34795.0;True;2011-05-27 00:00:00;30024.0;19660.0;23951.35;30374.596624067177;31916.925554134177;26976.75;20146.36773366279;23285.87046837276
370;2011;5;28;5;10137.0;True;2011-05-28 00:00:00;34795.0;13494.5;25464.45;34584.50460114606;33355.96277706709;8925.75;13074.514253648538;10530.129729972343
371;2011;5;29;6;7614.0;True;2011-05-29 00:00:00;10137.0;9187.0;24521.35;11301.166885768862;21746.481388533546;5419.5;8840.92484033961;6869.662032880435
372;2011;5;30;0;7257.0;True;2011-05-30 00:00:00;7614.0;34704.0;23369.35;7789.5793755128025;14680.240694266773;24901.5;33957.17953708695;28484.140652772618
373;2011;5;31;1;23916.0;True;2011-05-31 00:00:00;7257.0;36647.0;22129.05;7282.360922643466;10968.620347133387;25802.25;35858.878485790905;29909.625959390585
374;2011;6;1;2;25830.0;True;2011-06-01 00:00:00;23916.0;37431.0;23171.2;23123.921948697305;17442.310173566693;26305.25;36603.86059270413;30297.324933591477
375;2011;6;2;3;25528.0;True;2011-06-02 00:00:00;25830.0;30024.0;24835.5;25701.139140414158;21636.155086783347;24456.25;29531.972435982385;26727.19361568916
376;2011;6;3;4;25971.0;True;2011-06-03 00:00:00;25528.0;34795.0;23917.9;25536.244720972103;23582.07754339167;25534.25;34097.44608255537;29040.43523418638
377;2011;6;4;5;13236.0;True;2011-06-04 00:00:00;25971.0;10137.0;22850.3;25950.29736766534;24776.538771695836;10550.875;10276.881631126122;10333.564864986172
378;2011;6;5;6;11113.0;True;2011-06-05 00:00:00;13236.0;7614.0;20430.8;13841.442731793588;19006.269385847918;7219.25;7672.424992397124;7241.831016440217
379;2011;6;6;0;30215.0;True;2011-06-06 00:00:00;11113.0;7257.0;18539.7;11242.925844371122;15059.634692923959;22510.0;8528.437120813665;17870.570326386307
380;2011;6;7;1;30857.0;True;2011-06-07 00:00:00;30215.0;23916.0;18081.7;29311.567897351004;22637.31734646198;27368.25;24484.708499323377;26912.812979695293
381;2011;6;8;2;30495.0;True;2011-06-08 00:00:00;30857.0;25830.0;20153.7;30783.407995111953;26747.158673230988;28329.75;26343.04098060496;28063.662466795737
382;2011;6;9;3;30248.0;True;2011-06-09 00:00:00;30495.0;25528.0;22441.8;30508.73371405295;28621.079336615494;26538.5;25718.6653540944;26127.59680784458
383;2011;6;10;4;31164.0;True;2011-06-10 00:00:00;30248.0;25971.0;24740.9;30260.415891145378;29434.53966830775;27719.75;26357.97362297883;27505.71761709319
384;2011;6;11;5;9318.0;True;2011-06-11 00:00:00;31164.0;13236.0;25465.7;31120.972185292638;30299.269834153874;10270.625;13095.089601482196;11784.782432493084
385;2011;6;12;6;5396.0;True;2011-06-12 00:00:00;9318.0;11113.0;23814.5;10356.236770728221;19808.63491707694;7356.0;10949.163094876054;9177.415508220109
386;2011;6;13;0;22415.0;True;2011-06-13 00:00:00;5396.0;30215.0;21801.3;5632.201750987058;12602.31745853847;22674.5;29182.306529562553;24042.785163193155
387;2011;6;14;1;23378.0;True;2011-06-14 00:00:00;22415.0;30857.0;21445.7;21615.81913099938;17508.658729269235;27771.0;30553.557547586828;28884.906489847646
388;2011;6;15;2;23891.0;True;2011-06-15 00:00:00;23378.0;30495.0;22459.9;23294.086625285687;20443.329364634617;28331.0;30297.287665743093;29279.33123339787
389;2011;6;16;3;23846.0;True;2011-06-16 00:00:00;23891.0;30248.0;23737.7;23862.575553585033;22167.164682317307;26233.5;30032.31739781402;28187.79840392229
390;2011;6;17;4;22924.0;True;2011-06-17 00:00:00;23846.0;31164.0;23100.8;23846.789312075478;23006.582341158653;27897.5;30935.14160109423;29334.858808546596
391;2011;6;18;5;3783.5;True;2011-06-18 00:00:00;22924.0;9318.0;22307.5;22967.94234819407;22965.291170579327;11546.375;9497.86140959439;10551.391216246542
392;2011;6;19;6;1870.0;True;2011-06-19 00:00:00;3783.5;5396.0;19636.35;4697.044873723527;13374.395585289663;8327.5;5660.436337851241;7286.707754110054
393;2011;6;20;0;8912.0;True;2011-06-20 00:00:00;1870.0;22415.0;16798.55;2004.6211844630254;7622.197792644832;23647.75;22737.252691883932;23228.892581596578
394;2011;6;21;1;9318.0;True;2011-06-21 00:00:00;8912.0;23378.0;14573.35;8583.077199260144;8267.098896322415;28699.5;23719.693216551754;26131.453244923825
395;2011;6;22;2;9606.0;True;2011-06-22 00:00:00;9318.0;23891.0;14573.35;9283.003676155246;8792.549448161208;29411.75;24196.061317416337;26585.165616698934
396;2011;6;23;3;9129.0;True;2011-06-23 00:00:00;9606.0;23846.0;14994.35;9590.619222674059;9199.274724080604;27411.5;24140.58654275305;26016.899201961147
397;2011;6;24;4;9067.0;True;2011-06-24 00:00:00;9129.0;22924.0;13665.75;9150.981867746385;9164.137362040303;28713.5;23305.48293338544;26129.429404273298
398;2011;6;25;5;4099.5;True;2011-06-25 00:00:00;9067.0;3783.5;12234.65;9070.999136559352;9115.568681020151;9118.625;4055.6124480759236;7167.445608123271
399;2011;6;26;6;2816.0;True;2011-06-26 00:00:00;4099.5;1870.0;10255.5;4336.2380541218745;6607.534340510076;6498.25;2050.496968469107;4578.353877055028
400;2011;6;27;0;15832.0;True;2011-06-27 00:00:00;2816.0;8912.0;8152.5;2888.392288291518;4711.767170255038;17199.75;9570.345366280188;16070.446290798289
401;2011;6;28;1;16564.0;True;2011-06-28 00:00:00;15832.0;9318.0;7443.3;15215.63772801388;10271.883585127518;21867.25;10003.794915073893;17724.726622461912
402;2011;6;29;2;15667.0;True;2011-06-29 00:00:00;16564.0;9606.0;8721.35;16499.792272762566;13417.941792563759;22455.5;10300.764824638874;18095.582808349467
403;2011;6;30;3;17342.0;True;2011-06-30 00:00:00;15667.0;9129.0;10101.05;15706.656774893456;14542.47089628188;22187.75;9843.837454416813;17572.949600980573
404;2011;7;1;4;16138.0;True;2011-07-01 00:00:00;17342.0;9067.0;10944.05;17264.126513090167;15942.23544814094;22281.5;9745.02299682788;17598.214702136647
405;2011;7;2;5;6639.0;True;2011-07-02 00:00:00;16138.0;4099.5;11626.05;16191.625072051913;16040.117724070471;7609.25;4097.410116575044;5633.4728040616355
406;2011;7;3;6;4541.0;True;2011-07-03 00:00:00;6639.0;2816.0;11329.35;7093.886908192949;11339.558862035236;5298.75;2779.5474746890054;3697.176938527514
407;2011;7;4;0;5407.0;True;2011-07-04 00:00:00;4541.0;15832.0;10870.55;4662.566043247283;7940.279431017618;19343.5;15533.825969822865;15951.223145399144
408;2011;7;5;1;11774.0;True;2011-07-05 00:00:00;5407.0;16564.0;10504.55;5371.550763964156;6673.639715508809;20029.25;16251.609281670184;17144.363311230954
409;2011;7;6;2;11864.0;True;2011-07-06 00:00:00;11774.0;15667.0;11272.0;11469.121464950673;9223.819857754404;19914.75;15411.464991649469;16881.291404174735
410;2011;7;7;3;12865.0;True;2011-07-07 00:00:00;11864.0;17342.0;12176.8;11845.196260235745;10543.909928877201;20141.25;16984.944640686517;17457.474800490287
411;2011;7;8;4;11937.0;True;2011-07-08 00:00:00;12865.0;16138.0;11880.1;12816.437917154084;11704.4549644386;19823.25;15833.572523658471;16868.107351068324
412;2011;7;9;5;8153.0;True;2011-07-09 00:00:00;11937.0;6639.0;11417.4;11978.877996054956;11820.7274822193;5960.0;6517.9719103130965;6136.236402030818
413;2011;7;10;6;6177.0;True;2011-07-10 00:00:00;8153.0;4541.0;10666.0;8335.184666478808;9986.86374110965;3655.75;4457.121308318524;4119.088469263757
414;2011;7;11;0;23124.0;True;2011-07-11 00:00:00;6177.0;5407.0;9549.5;6279.770698403752;8081.931870554825;13141.5;5889.229808086804;10679.111572699572
415;2011;7;12;1;23962.0;True;2011-07-12 00:00:00;23124.0;11774.0;10248.1;22321.89384278113;15602.965935277412;15258.5;11987.219489603342;14459.181655615477
416;2011;7;13;2;24611.0;True;2011-07-13 00:00:00;23962.0;11864.0;11980.4;23883.8997067991;19782.482967638705;15257.0;12032.92690436426;14372.645702087368
417;2011;7;14;3;25037.0;True;2011-07-14 00:00:00;24611.0;12865.0;13987.4;24576.376176514244;22196.74148381935;15795.5;13061.187840032691;15161.237400245143
418;2011;7;15;4;24533.0;True;2011-07-15 00:00:00;25037.0;11937.0;15950.4;25015.065532214965;23616.870741909675;15016.5;12122.551072555165;14402.553675534162
419;2011;7;16;5;13541.5;True;2011-07-16 00:00:00;24533.0;8153.0;17226.3;24555.95550153405;24074.935370954838;5668.75;8075.141519538719;7144.618201015409
420;2011;7;17;6;8418.0;True;2011-07-17 00:00:00;13541.5;6177.0;17394.05;14065.997881025432;18808.21768547742;3851.0;6095.101014681834;5148.044234631879
421;2011;7;18;0;33923.0;True;2011-07-18 00:00:00;8418.0;23124.0;16949.35;8686.95228004883;13613.10884273871;13318.75;22303.296657527942;16901.555786349785
422;2011;7;19;1;36227.0;True;2011-07-19 00:00:00;33923.0;23962.0;19147.95;32721.283441907086;23768.054421369354;15404.5;23391.772356647776;19210.59082780774
423;2011;7;20;2;35719.0;True;2011-07-20 00:00:00;36227.0;24611.0;21955.35;36060.06111628129;29997.527210684675;15437.0;24012.04413830306;19491.822851043682
424;2011;7;21;3;36063.0;True;2011-07-21 00:00:00;35719.0;25037.0;24909.55;35735.2410055372;32858.263605342334;16093.25;24466.723230477746;20099.11870012257
425;2011;7;22;4;32262.0;True;2011-07-22 00:00:00;36063.0;24533.0;26203.45;36047.392428835105;34460.63180267117;15418.75;23942.026241550248;19467.77683776708
426;2011;7;23;5;7226.5;True;2011-07-23 00:00:00;32262.0;13541.5;27033.45;32442.25678232548;33361.31590133558;8108.25;13281.197215216129;10343.059100507704
427;2011;7;24;6;5018.0;True;2011-07-24 00:00:00;7226.5;8418.0;25295.0;8427.250322967882;20293.90795066779;5488.0;8307.385762603897;6783.022117315939
428;2011;7;25;0;10255.0;True;2011-07-25 00:00:00;5018.0;33923.0;23293.1;5180.345253474661;12655.953975333896;19571.5;33369.680793215615;25412.27789317489
429;2011;7;26;1;10780.0;True;2011-07-26 00:00:00;10255.0;36227.0;21865.3;10013.349773974984;11455.476987666949;22131.75;35615.7986836499;27718.79541390387
430;2011;7;27;2;11349.0;True;2011-07-27 00:00:00;10780.0;35719.0;21589.15;10743.49284637976;11117.738493833474;21965.25;35161.525911347766;27605.41142552184
431;2011;7;28;3;10909.0;True;2011-07-28 00:00:00;11349.0;36063.0;21882.25;11320.166326018083;11233.369246916736;22826.75;35510.79634430846;28081.059350061285
432;2011;7;29;4;10798.0;True;2011-07-29 00:00:00;10909.0;32262.0;19580.85;10928.579348858004;11071.184623458368;21217.5;31865.810773407153;25864.88841888354
433;2011;7;30;5;794.0;True;2011-07-30 00:00:00;10798.0;7226.5;17037.95;10804.218064231332;10934.592311729184;8890.0;7514.818915010293;8784.779550253852
434;2011;7;31;6;91.0;True;2011-07-31 00:00:00;794.0;5018.0;13545.45;1270.677050677683;5864.296155864592;6038.5;5174.637417266852;5900.511058657969
435;2011;8;1;0;8460.0;True;2011-08-01 00:00:00;91.0;10255.0;9948.25;147.17509765131828;2977.648077932296;18177.25;11355.699085391221;17833.638946587445
436;2011;8;2;1;9668.0;True;2011-08-02 00:00:00;8460.0;10780.0;7568.05;8064.151195126253;5718.824038966148;20685.75;11962.657080173805;19249.397706951935
437;2011;8;3;2;9474.0;True;2011-08-03 00:00:00;9668.0;11349.0;7812.2;9591.626247386965;7693.412019483074;20885.75;12482.929805302276;19477.205712760922
438;2011;8;4;3;9705.0;True;2011-08-04 00:00:00;9474.0;10909.0;8257.8;9479.60124987557;8583.706009741538;21218.5;12080.514111633738;19495.029675030644
439;2011;8;5;4;10038.0;True;2011-08-05 00:00:00;9705.0;10798.0;8202.8;9694.26672618455;9144.353004870769;19882.5;11801.229084447961;18331.444209441768
440;2011;8;6;5;12440.5;True;2011-08-06 00:00:00;10038.0;794.0;8128.6;10021.631748865932;9591.176502435384;7428.75;1114.0389959528713;4789.389775126926
441;2011;8;7;6;9617.0;True;2011-08-07 00:00:00;12440.5;91.0;8237.75;12325.315797565043;11015.838251217692;4926.0;333.07797225080276;2995.7555293289847
442;2011;8;8;0;40410.0;True;2011-08-08 00:00:00;9617.0;8460.0;8108.55;9745.967418931668;10316.419125608845;18940.5;8597.890432637678;13146.819473293723
443;2011;8;9;1;40079.0;True;2011-08-09 00:00:00;40410.0;9668.0;11069.75;38949.807972330076;25363.209562804423;20159.25;9777.269384770181;14458.698853475968
444;2011;8;10;2;42768.0;True;2011-08-10 00:00:00;40079.0;9474.0;14998.25;40025.22895106334;32721.10478140221;20288.25;9617.282371681062;14475.602856380461
445;2011;8;11;3;44560.0;True;2011-08-11 00:00:00;42768.0;9705.0;19265.95;42637.391854812544;37744.55239070111;20428.5;9818.119719601607;14600.014837515322
446;2011;8;12;4;41201.0;True;2011-08-12 00:00:00;44560.0;10038.0;22875.95;44468.44723118155;41152.276195350554;19407.75;10121.963289735619;14184.722104720884
447;2011;8;13;5;7895.5;True;2011-08-13 00:00:00;41201.0;12440.5;26029.25;41356.59272529436;41176.63809767528;8500.625;11901.144714092992;8614.944887563463
448;2011;8;14;6;2858.0;True;2011-08-14 00:00:00;7895.5;9617.0;25871.4;9488.885367871162;24536.06904883764;5786.0;9174.908474869086;6306.377764664492
449;2011;8;15;0;18567.0;True;2011-08-15 00:00:00;2858.0;40410.0;25186.7;3173.7564460891035;13697.03452441882;23262.0;38895.13763964941;26778.409736646863
450;2011;8;16;1;17982.0;True;2011-08-16 00:00:00;18567.0;40079.0;26039.6;17833.98840219472;16132.01726220941;24188.5;38636.06044689382;27268.849426737983
451;2011;8;17;2;19100.0;True;2011-08-17 00:00:00;17982.0;42768.0;26593.75;17974.95182867594;17057.008631104705;24827.5;41189.39439865148;28621.80142819023
452;2011;8;18;3;19132.0;True;2011-08-18 00:00:00;19100.0;44560.0;27542.05;19046.426277556;18078.504315552353;25309.25;42905.62474855246;29580.00741875766
453;2011;8;19;4;19777.0;True;2011-08-19 00:00:00;19132.0;41201.0;25414.25;19127.925060836;18605.252157776176;23574.75;39721.04587093979;27692.861052360444
454;2011;8;20;5;17287.0;True;2011-08-20 00:00:00;19777.0;7895.5;23384.05;19746.09166956362;19191.12607888809;7089.125;8086.244986385381;8255.222443781731
455;2011;8;21;6;11073.0;True;2011-08-21 00:00:00;17287.0;2858.0;20835.95;17404.099603312552;18239.063039444045;4396.0;3158.805165469957;4582.188882332246
456;2011;8;22;0;33255.0;True;2011-08-22 00:00:00;11073.0;18567.0;17487.25;11374.480933491073;14656.031519722022;19423.0;19535.00655426902;22672.70486832343
457;2011;8;23;1;33551.0;True;2011-08-23 00:00:00;33255.0;17982.0;16692.65;32213.07052064243;23955.51575986101;19627.25;18965.526687947327;22625.424713368993
458;2011;8;24;2;34306.0;True;2011-08-24 00:00:00;33551.0;19100.0;19258.2;33487.28907241154;28753.257879930505;20672.75;20151.875923745312;23860.900714095114
459;2011;8;25;3;33937.0;True;2011-08-25 00:00:00;34306.0;19132.0;22403.0;34267.01376535293;31529.628939965252;21076.5;20264.07736897869;24356.00370937883
460;2011;8;26;4;32304.0;True;2011-08-26 00:00:00;33937.0;19777.0;23940.0;33952.71494120728;32733.314469982626;20453.5;20726.716470044754;23734.930526180222
461;2011;8;27;5;2754.0;True;2011-08-27 00:00:00;32304.0;17287.0;25372.2;32382.510235295584;32518.65723499131;9604.25;16848.868808875493;12771.111221890866
462;2011;8;28;6;65.0;True;2011-08-28 00:00:00;2754.0;11073.0;23737.6;4164.881439775982;17636.328617495656;5909.75;10696.133579308093;7827.594441166123
463;2011;8;29;0;21470.0;True;2011-08-29 00:00:00;65.0;33255.0;21830.9;260.2324495131422;8850.664308747828;25173.0;32601.666978774712;27963.852434161716
464;2011;8;30;1;32177.0;True;2011-08-30 00:00:00;21470.0;33551.0;22000.2;20460.011069024433;15160.332154373915;25320.0;32856.453651807016;28088.212356684497
465;2011;8;31;2;33026.0;True;2011-08-31 00:00:00;32177.0;34306.0;23489.2;31619.04814614402;23668.666077186957;26412.0;33631.99409160692;29083.450357047557
466;2011;9;1;3;34306.0;True;2011-09-01 00:00:00;33026.0;33937.0;25684.5;32959.002292673526;28347.33303859348;26833.5;33285.90844614184;29146.501854689413
467;2011;9;2;4;30760.0;True;2011-09-02 00:00:00;34306.0;32304.0;25789.6;34241.857252032074;31326.66651929674;25830.0;31752.700784287845;28019.46526309011
468;2011;9;3;5;11221.5;True;2011-09-03 00:00:00;30760.0;2754.0;25510.5;30925.802726287242;31043.33325964837;10094.25;3425.184228994072;7762.555610945433
469;2011;9;4;6;8704.0;True;2011-09-04 00:00:00;11221.5;65.0;23202.05;12159.800129823203;21132.416629824183;5903.25;571.2444561575288;3946.2972205830615
470;2011;9;5;0;8755.0;True;2011-09-05 00:00:00;8704.0;21470.0;20678.75;8868.561910943963;14918.208314912092;28425.5;22000.079379941653;24716.926217080858
471;2011;9;6;1;18710.0;True;2011-09-06 00:00:00;8755.0;32177.0;18323.85;8760.407710044952;11836.604157456046;30947.25;32209.354935800337;30132.60617834225
472;2011;9;7;2;19502.0;True;2011-09-07 00:00:00;18710.0;33026.0;19919.45;18236.20989095452;15273.302078728022;32300.0;33054.85686150509;31054.72517852378
473;2011;9;8;3;17604.0;True;2011-09-08 00:00:00;19502.0;34306.0;21863.15;19441.724280521645;17387.651039364013;32983.75;34257.42421172104;31726.250927344707
474;2011;9;9;4;20111.0;True;2011-09-09 00:00:00;17604.0;30760.0;21476.55;17691.510680024843;17495.825519682006;31010.5;30807.27146591847;29389.732631545055
475;2011;9;10;5;12885.0;True;2011-09-10 00:00:00;20111.0;11221.5;20269.95;19995.786222858325;18803.412759841005;9789.5;10850.246868047338;9492.027805472717
476;2011;9;11;6;9590.0;True;2011-09-11 00:00:00;12885.0;8704.0;18255.85;13223.608867755158;15844.206379920503;5675.0;8316.725926483692;6325.1486102915305
477;2011;9;12;0;28707.0;True;2011-09-12 00:00:00;9590.0;8755.0;15784.25;9763.028993702626;12717.103189960251;20511.75;9385.71806571151;16735.96310854043
478;2011;9;13;1;29719.0;True;2011-09-13 00:00:00;28707.0;18710.0;15578.95;27804.90614255727;20712.051594980127;25605.0;19352.826425514304;24421.303089171124
479;2011;9;14;2;29879.0;True;2011-09-14 00:00:00;29719.0;19502.0;17428.7;29627.85267345511;25215.525797490063;26483.5;20147.374136262148;25278.362589261887
480;2011;9;15;3;29754.0;True;2011-09-15 00:00:00;29879.0;17604.0;19546.2;29867.040603497862;27547.26289874503;26244.75;18397.02020055815;24665.125463672353
481;2011;9;16;4;28651.0;True;2011-09-16 00:00:00;29754.0;20111.0;21646.1;29759.38288588085;28650.631449372515;25738.0;20620.346260281833;24750.366315772528
482;2011;9;17;5;19971.5;True;2011-09-17 00:00:00;28651.0;12885.0;22640.2;28703.780137422895;28650.815724686257;11036.875;12788.10699371654;11188.513902736358
483;2011;9;18;6;14541.0;True;2011-09-18 00:00:00;19971.5;9590.0;22687.15;20387.322863686808;24311.157862343127;7358.0;9529.367901261128;7957.574305145765
484;2011;9;19;0;43291.0;True;2011-09-19 00:00:00;14541.0;28707.0;22380.85;14819.396326842229;19426.078931171563;23046.75;27786.93895551007;22721.481554270213
485;2011;9;20;1;42520.0;True;2011-09-20 00:00:00;43291.0;29719.0;24698.85;41935.209348897246;31358.53946558578;28539.25;29225.37268692925;27070.151544585562
486;2011;9;21;2;43753.0;True;2011-09-21 00:00:00;42520.0;29879.0;27662.35;42492.152826137964;36939.26973279289;29178.25;29415.58924458391;27578.681294630944
487;2011;9;22;3;43066.0;True;2011-09-22 00:00:00;43753.0;29754.0;31078.65;43692.959658387525;40346.134866396445;28900.25;29213.191438121816;27209.562731836177
488;2011;9;23;4;38957.0;True;2011-09-23 00:00:00;43066.0;28651.0;32514.55;43095.85522182797;41706.06743319822;27956.5;28268.587917156277;26700.683157886262
489;2011;9;24;5;16099.0;True;2011-09-24 00:00:00;38957.0;19971.5;33438.35;39154.088343896576;40331.53371659911;11708.0;19629.433666367455;15580.00695136818
490;2011;9;25;6;11269.0;True;2011-09-25 00:00:00;16099.0;14541.0;32060.35;17196.86134970936;28215.266858299554;8225.0;14302.350852441006;11249.287152572882
491;2011;9;26;0;26478.0;True;2011-09-26 00:00:00;11269.0;43291.0;30211.85;11551.279111890923;19742.133429149777;25555.75;42552.71137883382;33006.240777135106
