time;in_sample;exits;annotation
2011-02-12 00:00:00;True;612.0;FULTON ST interpolated
2011-02-12 04:00:00;True;559.0;FULTON ST
2011-02-12 08:00:00;True;1371.0;FULTON ST
2011-02-12 12:00:00;True;2397.0;FULTON ST
2011-02-12 16:00:00;True;3531.0;FULTON ST
2011-02-12 20:00:00;True;2577.0;FULTON ST
2011-02-13 00:00:00;True;1208.0;FULTON ST
2011-02-13 04:00:00;True;452.0;FULTON ST
2011-02-13 08:00:00;True;617.0;FULTON ST
2011-02-13 12:00:00;True;1987.0;FULTON ST
2011-02-13 16:00:00;True;2526.0;FULTON ST
2011-02-13 20:00:00;True;1733.0;FULTON ST
2011-02-14 00:00:00;True;687.0;FULTON ST
2011-02-14 04:00:00;True;217.0;FULTON ST
2011-02-14 08:00:00;True;6362.0;FULTON ST
2011-02-14 12:00:00;True;7351.0;FULTON ST
2011-02-14 16:00:00;True;2085.0;FULTON ST
2011-02-14 20:00:00;True;3243.0;FULTON ST
2011-02-15 00:00:00;True;1043.0;FULTON ST
2011-02-15 04:00:00;True;227.0;FULTON ST
2011-02-15 08:00:00;True;6467.0;FULTON ST
2011-02-15 12:00:00;True;6556.0;FULTON ST
2011-02-15 16:00:00;True;3061.0;FULTON ST
2011-02-15 20:00:00;True;3114.0;FULTON ST
2011-02-16 00:00:00;True;997.0;FULTON ST
2011-02-16 04:00:00;True;239.0;FULTON ST
2011-02-16 08:00:00;True;6256.0;FULTON ST
2011-02-16 12:00:00;True;7238.0;FULTON ST
2011-02-16 16:00:00;True;3734.0;FULTON ST
2011-02-16 20:00:00;True;3091.0;FULTON ST
2011-02-17 00:00:00;True;1079.0;FULTON ST
2011-02-17 04:00:00;True;253.0;FULTON ST
2011-02-17 08:00:00;True;6467.0;FULTON ST
2011-02-17 12:00:00;True;6454.0;FULTON ST
2011-02-17 16:00:00;True;3176.0;FULTON ST
2011-02-17 20:00:00;True;3167.0;FULTON ST
2011-02-18 00:00:00;True;1280.0;FULTON ST
2011-02-18 04:00:00;True;283.0;FULTON ST
2011-02-18 08:00:00;True;5956.0;FULTON ST
2011-02-18 12:00:00;True;6409.0;FULTON ST
2011-02-18 16:00:00;True;3193.0;FULTON ST
2011-02-18 20:00:00;True;3045.0;FULTON ST
2011-02-19 00:00:00;True;1657.5;FULTON ST interpolated
2011-02-19 04:00:00;True;270.0;FULTON ST
2011-02-19 08:00:00;True;902.0;FULTON ST
2011-02-19 12:00:00;True;2118.0;FULTON ST
2011-02-19 16:00:00;True;2755.0;FULTON ST
2011-02-19 20:00:00;True;1977.0;FULTON ST
2011-02-20 00:00:00;True;816.0;FULTON ST
2011-02-20 04:00:00;True;197.0;FULTON ST
2011-02-20 08:00:00;True;461.0;FULTON ST
2011-02-20 12:00:00;True;1733.0;FULTON ST
2011-02-20 16:00:00;True;1973.0;FULTON ST
2011-02-20 20:00:00;True;1629.0;FULTON ST
2011-02-21 00:00:00;True;595.0;FULTON ST
2011-02-21 04:00:00;True;218.0;FULTON ST
2011-02-21 08:00:00;True;1573.0;FULTON ST
2011-02-21 12:00:00;True;2665.0;FULTON ST
2011-02-21 16:00:00;True;2635.0;FULTON ST
2011-02-21 20:00:00;True;1975.0;FULTON ST
2011-02-22 00:00:00;True;688.0;FULTON ST
2011-02-22 04:00:00;True;220.0;FULTON ST
2011-02-22 08:00:00;True;9238.0;FULTON ST
2011-02-22 12:00:00;True;9293.0;FULTON ST
2011-02-22 16:00:00;True;4232.0;FULTON ST
2011-02-22 20:00:00;True;3848.0;FULTON ST
2011-02-23 00:00:00;True;1027.0;FULTON ST
2011-02-23 04:00:00;True;214.0;FULTON ST
2011-02-23 08:00:00;True;6782.0;FULTON ST
2011-02-23 12:00:00;True;4166.0;FULTON ST
2011-02-23 16:00:00;True;1783.0;FULTON ST
2011-02-23 20:00:00;True;3840.0;FULTON ST
2011-02-24 00:00:00;True;1097.0;FULTON ST
2011-02-24 04:00:00;True;255.0;FULTON ST
2011-02-24 08:00:00;True;8542.0;FULTON ST
2011-02-24 12:00:00;True;8890.0;FULTON ST
2011-02-24 16:00:00;True;4018.0;FULTON ST
2011-02-24 20:00:00;True;4184.0;FULTON ST
2011-02-25 00:00:00;True;1172.0;FULTON ST
2011-02-25 04:00:00;True;168.0;FULTON ST
2011-02-25 08:00:00;True;6125.0;FULTON ST
2011-02-25 12:00:00;True;7866.0;FULTON ST
2011-02-25 16:00:00;True;4064.0;FULTON ST
2011-02-25 20:00:00;True;3537.0;FULTON ST
2011-02-26 00:00:00;True;1792.5;FULTON ST interpolated
2011-02-26 04:00:00;True;48.0;FULTON ST
2011-02-26 08:00:00;True;30.0;FULTON ST
2011-02-26 12:00:00;True;186.0;FULTON ST
2011-02-26 16:00:00;True;407.0;FULTON ST
2011-02-26 20:00:00;True;284.0;FULTON ST
2011-02-27 00:00:00;True;119.0;FULTON ST
2011-02-27 04:00:00;True;26.0;FULTON ST
2011-02-27 08:00:00;True;26.0;FULTON ST
2011-02-27 12:00:00;True;199.0;FULTON ST
2011-02-27 16:00:00;True;292.0;FULTON ST
2011-02-27 20:00:00;True;215.0;FULTON ST
2011-02-28 00:00:00;True;58.0;FULTON ST
2011-02-28 04:00:00;True;22.0;FULTON ST
2011-02-28 08:00:00;True;533.0;FULTON ST
2011-02-28 12:00:00;True;1998.0;FULTON ST
2011-02-28 16:00:00;True;658.0;FULTON ST
2011-02-28 20:00:00;True;460.0;FULTON ST
2011-03-01 00:00:00;True;104.0;FULTON ST
2011-03-01 04:00:00;True;180.0;FULTON ST
2011-03-01 08:00:00;True;478.0;FULTON ST
2011-03-01 12:00:00;True;2029.0;FULTON ST
2011-03-01 16:00:00;True;671.0;FULTON ST
2011-03-01 20:00:00;True;462.0;FULTON ST
2011-03-02 00:00:00;True;110.0;FULTON ST
2011-03-02 04:00:00;True;11.0;FULTON ST
2011-03-02 08:00:00;True;636.0;FULTON ST
2011-03-02 12:00:00;True;2170.0;FULTON ST
2011-03-02 16:00:00;True;726.0;FULTON ST
2011-03-02 20:00:00;True;472.0;FULTON ST
2011-03-03 00:00:00;True;107.0;FULTON ST
2011-03-03 04:00:00;True;168.0;FULTON ST
2011-03-03 08:00:00;True;394.0;FULTON ST
2011-03-03 12:00:00;True;2238.0;FULTON ST
2011-03-03 16:00:00;True;548.0;FULTON ST
2011-03-03 20:00:00;True;467.0;FULTON ST
2011-03-04 00:00:00;True;110.0;FULTON ST
2011-03-04 04:00:00;True;21.0;FULTON ST
2011-03-04 08:00:00;True;286.0;FULTON ST
2011-03-04 12:00:00;True;1070.0;FULTON ST
2011-03-04 16:00:00;True;755.0;FULTON ST
2011-03-04 20:00:00;True;508.0;FULTON ST
2011-03-05 00:00:00;True;266.0;FULTON ST interpolated
2011-03-05 04:00:00;True;24.0;FULTON ST
2011-03-05 08:00:00;True;12.0;FULTON ST
2011-03-05 12:00:00;True;5.0;FULTON ST
2011-03-05 16:00:00;True;1.0;FULTON ST
2011-03-05 20:00:00;True;6.0;FULTON ST
2011-03-06 00:00:00;True;9.0;FULTON ST
2011-03-06 04:00:00;True;1.0;FULTON ST
2011-03-06 08:00:00;True;6.0;FULTON ST
2011-03-06 12:00:00;True;2.0;FULTON ST
2011-03-06 16:00:00;True;1.0;FULTON ST
2011-03-06 20:00:00;True;2.0;FULTON ST
2011-03-07 00:00:00;True;11.0;FULTON ST
2011-03-07 04:00:00;True;303.5;FULTON ST interpolated negative or to high value
2011-03-07 08:00:00;True;596.0;FULTON ST
2011-03-07 12:00:00;True;2942.0;FULTON ST
2011-03-07 16:00:00;True;383.0;FULTON ST
2011-03-07 20:00:00;True;917.0;FULTON ST
2011-03-08 00:00:00;True;155.0;FULTON ST
2011-03-08 04:00:00;True;3.0;FULTON ST
2011-03-08 08:00:00;True;712.0;FULTON ST
2011-03-08 12:00:00;True;2505.0;FULTON ST
2011-03-08 16:00:00;True;1137.0;FULTON ST
2011-03-08 20:00:00;True;980.0;FULTON ST
2011-03-09 00:00:00;True;174.0;FULTON ST
2011-03-09 04:00:00;True;10.0;FULTON ST
2011-03-09 08:00:00;True;787.0;FULTON ST
2011-03-09 12:00:00;True;2429.0;FULTON ST
2011-03-09 16:00:00;True;1109.0;FULTON ST
2011-03-09 20:00:00;True;960.0;FULTON ST
2011-03-10 00:00:00;True;211.0;FULTON ST
2011-03-10 04:00:00;True;17.0;FULTON ST
2011-03-10 08:00:00;True;730.0;FULTON ST
2011-03-10 12:00:00;True;2387.0;FULTON ST
2011-03-10 16:00:00;True;1027.0;FULTON ST
2011-03-10 20:00:00;True;920.0;FULTON ST
2011-03-11 00:00:00;True;257.0;FULTON ST
2011-03-11 04:00:00;True;16.0;FULTON ST
2011-03-11 08:00:00;True;600.0;FULTON ST
2011-03-11 12:00:00;True;2248.0;FULTON ST
2011-03-11 16:00:00;True;1184.0;FULTON ST
2011-03-11 20:00:00;True;980.0;FULTON ST
2011-03-12 00:00:00;True;576.5;FULTON ST interpolated
2011-03-12 04:00:00;True;173.0;FULTON ST
2011-03-12 08:00:00;True;79.0;FULTON ST
2011-03-12 12:00:00;True;767.0;FULTON ST
2011-03-12 16:00:00;True;1172.0;FULTON ST
2011-03-12 20:00:00;True;756.0;FULTON ST
2011-03-13 00:00:00;True;292.0;FULTON ST
2011-03-13 04:00:00;True;99.0;FULTON ST
2011-03-13 08:00:00;True;173.0;FULTON ST
2011-03-13 12:00:00;True;577.0;FULTON ST
2011-03-13 16:00:00;True;598.0;FULTON ST
2011-03-13 20:00:00;True;373.0;FULTON ST
2011-03-14 00:00:00;True;122.0;FULTON ST
2011-03-14 04:00:00;True;75.0;FULTON ST
2011-03-14 08:00:00;True;6056.0;FULTON ST
2011-03-14 12:00:00;True;5885.0;FULTON ST
2011-03-14 16:00:00;True;2298.0;FULTON ST
2011-03-14 20:00:00;True;3007.0;FULTON ST
2011-03-15 00:00:00;True;576.0;FULTON ST
2011-03-15 04:00:00;True;79.0;FULTON ST
2011-03-15 08:00:00;True;6692.0;FULTON ST
2011-03-15 12:00:00;True;4804.0;FULTON ST
2011-03-15 16:00:00;True;3116.0;FULTON ST
2011-03-15 20:00:00;True;3059.0;FULTON ST
2011-03-16 00:00:00;True;633.0;FULTON ST
2011-03-16 04:00:00;True;85.0;FULTON ST
2011-03-16 08:00:00;True;6296.0;FULTON ST
2011-03-16 12:00:00;True;4829.0;FULTON ST
2011-03-16 16:00:00;True;3040.0;FULTON ST
2011-03-16 20:00:00;True;3118.0;FULTON ST
2011-03-17 00:00:00;True;663.0;FULTON ST
2011-03-17 04:00:00;True;93.0;FULTON ST
2011-03-17 08:00:00;True;6338.0;FULTON ST
2011-03-17 12:00:00;True;5027.0;FULTON ST
2011-03-17 16:00:00;True;3539.0;FULTON ST
2011-03-17 20:00:00;True;3096.0;FULTON ST
2011-03-18 00:00:00;True;715.0;FULTON ST
2011-03-18 04:00:00;True;143.0;FULTON ST
2011-03-18 08:00:00;True;5989.0;FULTON ST
2011-03-18 12:00:00;True;4995.0;FULTON ST
2011-03-18 16:00:00;True;3691.0;FULTON ST
2011-03-18 20:00:00;True;3102.0;FULTON ST
2011-03-19 00:00:00;True;1665.5;FULTON ST interpolated
2011-03-19 04:00:00;True;229.0;FULTON ST
2011-03-19 08:00:00;True;785.0;FULTON ST
2011-03-19 12:00:00;True;2412.0;FULTON ST
2011-03-19 16:00:00;True;2760.0;FULTON ST
2011-03-19 20:00:00;True;2038.0;FULTON ST
2011-03-20 00:00:00;True;760.0;FULTON ST
2011-03-20 04:00:00;True;147.0;FULTON ST
2011-03-20 08:00:00;True;385.0;FULTON ST
2011-03-20 12:00:00;True;1865.0;FULTON ST
2011-03-20 16:00:00;True;1979.0;FULTON ST
2011-03-20 20:00:00;True;1280.0;FULTON ST
2011-03-21 00:00:00;True;513.0;FULTON ST
2011-03-21 04:00:00;True;115.0;FULTON ST
2011-03-21 08:00:00;True;8243.0;FULTON ST
2011-03-21 12:00:00;True;6267.0;FULTON ST
2011-03-21 16:00:00;True;3704.0;FULTON ST
2011-03-21 20:00:00;True;3210.0;FULTON ST
2011-03-22 00:00:00;True;558.0;FULTON ST
2011-03-22 04:00:00;True;98.0;FULTON ST
2011-03-22 08:00:00;True;8790.0;FULTON ST
2011-03-22 12:00:00;True;6810.0;FULTON ST
2011-03-22 16:00:00;True;4027.0;FULTON ST
2011-03-22 20:00:00;True;3355.0;FULTON ST
2011-03-23 00:00:00;True;713.0;FULTON ST
2011-03-23 04:00:00;True;95.0;FULTON ST
2011-03-23 08:00:00;True;6488.0;FULTON ST
2011-03-23 12:00:00;True;5260.0;FULTON ST
2011-03-23 16:00:00;True;3796.0;FULTON ST
2011-03-23 20:00:00;True;3299.0;FULTON ST
2011-03-24 00:00:00;True;677.0;FULTON ST
2011-03-24 04:00:00;True;94.0;FULTON ST
2011-03-24 08:00:00;True;8286.0;FULTON ST
2011-03-24 12:00:00;True;7049.0;FULTON ST
2011-03-24 16:00:00;True;3943.0;FULTON ST
2011-03-24 20:00:00;True;3380.0;FULTON ST
2011-03-25 00:00:00;True;697.0;FULTON ST
2011-03-25 04:00:00;True;148.0;FULTON ST
2011-03-25 08:00:00;True;8069.0;FULTON ST
2011-03-25 12:00:00;True;6506.0;FULTON ST
2011-03-25 16:00:00;True;4579.0;FULTON ST
2011-03-25 20:00:00;True;3394.0;FULTON ST
2011-03-26 00:00:00;True;1793.0;FULTON ST interpolated
2011-03-26 04:00:00;True;192.0;FULTON ST
2011-03-26 08:00:00;True;1103.0;FULTON ST
2011-03-26 12:00:00;True;1438.0;FULTON ST
2011-03-26 16:00:00;True;1458.0;FULTON ST
2011-03-26 20:00:00;True;938.0;FULTON ST
2011-03-27 00:00:00;True;435.0;FULTON ST
2011-03-27 04:00:00;True;121.0;FULTON ST
2011-03-27 08:00:00;True;703.0;FULTON ST
2011-03-27 12:00:00;True;1109.0;FULTON ST
2011-03-27 16:00:00;True;1155.0;FULTON ST
2011-03-27 20:00:00;True;762.0;FULTON ST
2011-03-28 00:00:00;True;220.0;FULTON ST
2011-03-28 04:00:00;True;748.0;FULTON ST
2011-03-28 08:00:00;True;10122.0;FULTON ST
2011-03-28 12:00:00;True;4708.0;FULTON ST
2011-03-28 16:00:00;True;3213.0;FULTON ST
2011-03-28 20:00:00;True;2166.0;FULTON ST
2011-03-29 00:00:00;True;429.0;FULTON ST
2011-03-29 04:00:00;True;953.0;FULTON ST
2011-03-29 08:00:00;True;10225.0;FULTON ST
2011-03-29 12:00:00;True;4542.0;FULTON ST
2011-03-29 16:00:00;True;3282.0;FULTON ST
2011-03-29 20:00:00;True;2310.0;FULTON ST
2011-03-30 00:00:00;True;420.0;FULTON ST
2011-03-30 04:00:00;True;807.0;FULTON ST
2011-03-30 08:00:00;True;10390.0;FULTON ST
2011-03-30 12:00:00;True;4657.0;FULTON ST
2011-03-30 16:00:00;True;3349.0;FULTON ST
2011-03-30 20:00:00;True;2330.0;FULTON ST
2011-03-31 00:00:00;True;464.0;FULTON ST
2011-03-31 04:00:00;True;806.0;FULTON ST
2011-03-31 08:00:00;True;10095.0;FULTON ST
2011-03-31 12:00:00;True;4799.0;FULTON ST
2011-03-31 16:00:00;True;3242.0;FULTON ST
2011-03-31 20:00:00;True;2189.0;FULTON ST
2011-04-01 00:00:00;True;563.0;FULTON ST
2011-04-01 04:00:00;True;783.0;FULTON ST
2011-04-01 08:00:00;True;9770.0;FULTON ST
2011-04-01 12:00:00;True;3564.0;FULTON ST
2011-04-01 16:00:00;True;2754.0;FULTON ST
2011-04-01 20:00:00;True;2128.0;FULTON ST
2011-04-02 00:00:00;True;1214.5;FULTON ST interpolated
2011-04-02 04:00:00;True;301.0;FULTON ST
2011-04-02 08:00:00;True;1554.0;FULTON ST
2011-04-02 12:00:00;True;2346.0;FULTON ST
2011-04-02 16:00:00;True;2436.0;FULTON ST
2011-04-02 20:00:00;True;1422.0;FULTON ST
2011-04-03 00:00:00;True;689.0;FULTON ST
2011-04-03 04:00:00;True;206.0;FULTON ST
2011-04-03 08:00:00;True;955.0;FULTON ST
2011-04-03 12:00:00;True;1908.0;FULTON ST
2011-04-03 16:00:00;True;1909.0;FULTON ST
2011-04-03 20:00:00;True;1105.0;FULTON ST
2011-04-04 00:00:00;True;319.0;FULTON ST
2011-04-04 04:00:00;True;672.0;FULTON ST
2011-04-04 08:00:00;True;13776.0;FULTON ST
2011-04-04 12:00:00;True;5901.0;FULTON ST
2011-04-04 16:00:00;True;4748.0;FULTON ST
2011-04-04 20:00:00;True;3750.0;FULTON ST
2011-04-05 00:00:00;True;784.0;FULTON ST
2011-04-05 04:00:00;True;666.0;FULTON ST
2011-04-05 08:00:00;True;12532.0;FULTON ST
2011-04-05 12:00:00;True;8258.0;FULTON ST
2011-04-05 16:00:00;True;4598.0;FULTON ST
2011-04-05 20:00:00;True;3959.0;FULTON ST
2011-04-06 00:00:00;True;870.0;FULTON ST
2011-04-06 04:00:00;True;645.0;FULTON ST
2011-04-06 08:00:00;True;12347.0;FULTON ST
2011-04-06 12:00:00;True;8424.0;FULTON ST
2011-04-06 16:00:00;True;5105.0;FULTON ST
2011-04-06 20:00:00;True;4110.0;FULTON ST
2011-04-07 00:00:00;True;869.0;FULTON ST
2011-04-07 04:00:00;True;641.0;FULTON ST
2011-04-07 08:00:00;True;12659.0;FULTON ST
2011-04-07 12:00:00;True;7735.0;FULTON ST
2011-04-07 16:00:00;True;4786.0;FULTON ST
2011-04-07 20:00:00;True;3953.0;FULTON ST
2011-04-08 00:00:00;True;1046.0;FULTON ST
2011-04-08 04:00:00;True;624.0;FULTON ST
2011-04-08 08:00:00;True;11881.0;FULTON ST
2011-04-08 12:00:00;True;7678.0;FULTON ST
2011-04-08 16:00:00;True;5225.0;FULTON ST
2011-04-08 20:00:00;True;3950.0;FULTON ST
2011-04-09 00:00:00;True;2057.0;FULTON ST interpolated
2011-04-09 04:00:00;True;164.0;FULTON ST
2011-04-09 08:00:00;True;413.0;FULTON ST
2011-04-09 12:00:00;True;918.0;FULTON ST
2011-04-09 16:00:00;True;1027.0;FULTON ST
2011-04-09 20:00:00;True;837.0;FULTON ST
2011-04-10 00:00:00;True;369.0;FULTON ST
2011-04-10 04:00:00;True;97.0;FULTON ST
2011-04-10 08:00:00;True;187.0;FULTON ST
2011-04-10 12:00:00;True;585.0;FULTON ST
2011-04-10 16:00:00;True;738.0;FULTON ST
2011-04-10 20:00:00;True;514.0;FULTON ST
2011-04-11 00:00:00;True;209.0;FULTON ST
2011-04-11 04:00:00;True;66.0;FULTON ST
2011-04-11 08:00:00;True;5401.0;FULTON ST
2011-04-11 12:00:00;True;3801.0;FULTON ST
2011-04-11 16:00:00;True;1988.0;FULTON ST
2011-04-11 20:00:00;True;1939.0;FULTON ST
2011-04-12 00:00:00;True;385.0;FULTON ST
2011-04-12 04:00:00;True;43.0;FULTON ST
2011-04-12 08:00:00;True;5583.0;FULTON ST
2011-04-12 12:00:00;True;3603.0;FULTON ST
2011-04-12 16:00:00;True;1867.0;FULTON ST
2011-04-12 20:00:00;True;1991.0;FULTON ST
2011-04-13 00:00:00;True;353.0;FULTON ST
2011-04-13 04:00:00;True;49.0;FULTON ST
2011-04-13 08:00:00;True;5828.0;FULTON ST
2011-04-13 12:00:00;True;3711.0;FULTON ST
2011-04-13 16:00:00;True;2049.0;FULTON ST
2011-04-13 20:00:00;True;1915.0;FULTON ST
2011-04-14 00:00:00;True;431.0;FULTON ST
2011-04-14 04:00:00;True;61.0;FULTON ST
2011-04-14 08:00:00;True;5484.0;FULTON ST
2011-04-14 12:00:00;True;3792.0;FULTON ST
2011-04-14 16:00:00;True;2124.0;FULTON ST
2011-04-14 20:00:00;True;1899.0;FULTON ST
2011-04-15 00:00:00;True;465.0;FULTON ST
2011-04-15 04:00:00;True;70.0;FULTON ST
2011-04-15 08:00:00;True;5272.0;FULTON ST
2011-04-15 12:00:00;True;3617.0;FULTON ST
2011-04-15 16:00:00;True;2269.0;FULTON ST
2011-04-15 20:00:00;True;1940.0;FULTON ST
2011-04-16 00:00:00;True;1097.0;FULTON ST interpolated
2011-04-16 04:00:00;True;254.0;FULTON ST
2011-04-16 08:00:00;True;1550.0;FULTON ST
2011-04-16 12:00:00;True;2725.0;FULTON ST
2011-04-16 16:00:00;True;2429.0;FULTON ST
2011-04-16 20:00:00;True;1281.0;FULTON ST
2011-04-17 00:00:00;True;428.0;FULTON ST
2011-04-17 04:00:00;True;153.0;FULTON ST
2011-04-17 08:00:00;True;1004.0;FULTON ST
2011-04-17 12:00:00;True;2340.0;FULTON ST
2011-04-17 16:00:00;True;2587.0;FULTON ST
2011-04-17 20:00:00;True;1335.0;FULTON ST
2011-04-18 00:00:00;True;428.0;FULTON ST
2011-04-18 04:00:00;True;588.0;FULTON ST
2011-04-18 08:00:00;True;7742.0;FULTON ST
2011-04-18 12:00:00;True;4104.0;FULTON ST
2011-04-18 16:00:00;True;2687.0;FULTON ST
2011-04-18 20:00:00;True;2292.0;FULTON ST
2011-04-19 00:00:00;True;492.0;FULTON ST
2011-04-19 04:00:00;True;639.0;FULTON ST
2011-04-19 08:00:00;True;7822.0;FULTON ST
2011-04-19 12:00:00;True;5445.0;FULTON ST
2011-04-19 16:00:00;True;3388.0;FULTON ST
2011-04-19 20:00:00;True;2251.0;FULTON ST
2011-04-20 00:00:00;True;571.0;FULTON ST
2011-04-20 04:00:00;True;609.0;FULTON ST
2011-04-20 08:00:00;True;7645.0;FULTON ST
2011-04-20 12:00:00;True;6098.0;FULTON ST
2011-04-20 16:00:00;True;3923.0;FULTON ST
2011-04-20 20:00:00;True;2647.0;FULTON ST
2011-04-21 00:00:00;True;694.0;FULTON ST
2011-04-21 04:00:00;True;619.0;FULTON ST
2011-04-21 08:00:00;True;7640.0;FULTON ST
2011-04-21 12:00:00;True;6273.0;FULTON ST
2011-04-21 16:00:00;True;4172.0;FULTON ST
2011-04-21 20:00:00;True;2635.0;FULTON ST
2011-04-22 00:00:00;True;712.0;FULTON ST
2011-04-22 04:00:00;True;538.0;FULTON ST
2011-04-22 08:00:00;True;5482.0;FULTON ST
2011-04-22 12:00:00;True;4900.0;FULTON ST
2011-04-22 16:00:00;True;3864.0;FULTON ST
2011-04-22 20:00:00;True;2267.0;FULTON ST
2011-04-23 00:00:00;True;1342.0;FULTON ST interpolated
2011-04-23 04:00:00;True;417.0;FULTON ST
2011-04-23 08:00:00;True;2096.0;FULTON ST
2011-04-23 12:00:00;True;4104.0;FULTON ST
2011-04-23 16:00:00;True;4012.0;FULTON ST
2011-04-23 20:00:00;True;2635.0;FULTON ST
2011-04-24 00:00:00;True;1123.0;FULTON ST
2011-04-24 04:00:00;True;302.0;FULTON ST
2011-04-24 08:00:00;True;1351.0;FULTON ST
2011-04-24 12:00:00;True;3072.0;FULTON ST
2011-04-24 16:00:00;True;3600.0;FULTON ST
2011-04-24 20:00:00;True;2293.0;FULTON ST
2011-04-25 00:00:00;True;648.0;FULTON ST
2011-04-25 04:00:00;True;820.0;FULTON ST
2011-04-25 08:00:00;True;14517.0;FULTON ST
2011-04-25 12:00:00;True;10564.0;FULTON ST
2011-04-25 16:00:00;True;6064.0;FULTON ST
2011-04-25 20:00:00;True;5263.0;FULTON ST
2011-04-26 00:00:00;True;1153.0;FULTON ST
2011-04-26 04:00:00;True;915.0;FULTON ST
2011-04-26 08:00:00;True;15814.0;FULTON ST
2011-04-26 12:00:00;True;10731.0;FULTON ST
2011-04-26 16:00:00;True;6981.0;FULTON ST
2011-04-26 20:00:00;True;5803.0;FULTON ST
2011-04-27 00:00:00;True;1289.0;FULTON ST
2011-04-27 04:00:00;True;929.0;FULTON ST
2011-04-27 08:00:00;True;13689.0;FULTON ST
2011-04-27 12:00:00;True;9003.0;FULTON ST
2011-04-27 16:00:00;True;5550.0;FULTON ST
2011-04-27 20:00:00;True;5643.0;FULTON ST
2011-04-28 00:00:00;True;1423.0;FULTON ST
2011-04-28 04:00:00;True;979.0;FULTON ST
2011-04-28 08:00:00;True;15703.0;FULTON ST
2011-04-28 12:00:00;True;10657.0;FULTON ST
2011-04-28 16:00:00;True;6623.0;FULTON ST
2011-04-28 20:00:00;True;5354.0;FULTON ST
2011-04-29 00:00:00;True;1407.0;FULTON ST
2011-04-29 04:00:00;True;906.0;FULTON ST
2011-04-29 08:00:00;True;14592.0;FULTON ST
2011-04-29 12:00:00;True;10332.0;FULTON ST
2011-04-29 16:00:00;True;7425.0;FULTON ST
2011-04-29 20:00:00;True;5903.0;FULTON ST
2011-04-30 00:00:00;True;2961.5;FULTON ST interpolated
2011-04-30 04:00:00;True;20.0;FULTON ST
2011-04-30 08:00:00;True;192.0;FULTON ST
2011-04-30 12:00:00;True;158.0;FULTON ST
2011-04-30 16:00:00;True;179.0;FULTON ST
2011-04-30 20:00:00;True;126.0;FULTON ST
2011-05-01 00:00:00;True;25.0;FULTON ST
2011-05-01 04:00:00;True;11.0;FULTON ST
2011-05-01 08:00:00;True;56.0;FULTON ST
2011-05-01 12:00:00;True;118.0;FULTON ST
2011-05-01 16:00:00;True;133.0;FULTON ST
2011-05-01 20:00:00;True;72.0;FULTON ST
2011-05-02 00:00:00;True;43.0;FULTON ST
2011-05-02 04:00:00;True;205.0;FULTON ST
2011-05-02 08:00:00;True;7929.0;FULTON ST
2011-05-02 12:00:00;True;4469.0;FULTON ST
2011-05-02 16:00:00;True;1886.0;FULTON ST
2011-05-02 20:00:00;True;2291.0;FULTON ST
2011-05-03 00:00:00;True;375.0;FULTON ST
2011-05-03 04:00:00;True;219.0;FULTON ST
2011-05-03 08:00:00;True;8575.0;FULTON ST
2011-05-03 12:00:00;True;3944.0;FULTON ST
2011-05-03 16:00:00;True;2353.0;FULTON ST
2011-05-03 20:00:00;True;2186.0;FULTON ST
2011-05-04 00:00:00;True;394.0;FULTON ST
2011-05-04 04:00:00;True;235.0;FULTON ST
2011-05-04 08:00:00;True;8521.0;FULTON ST
2011-05-04 12:00:00;True;4151.0;FULTON ST
2011-05-04 16:00:00;True;2290.0;FULTON ST
2011-05-04 20:00:00;True;2141.0;FULTON ST
2011-05-05 00:00:00;True;411.0;FULTON ST
2011-05-05 04:00:00;True;313.0;FULTON ST
2011-05-05 08:00:00;True;7781.0;FULTON ST
2011-05-05 12:00:00;True;4297.0;FULTON ST
2011-05-05 16:00:00;True;2199.0;FULTON ST
2011-05-05 20:00:00;True;2198.0;FULTON ST
2011-05-06 00:00:00;True;529.0;FULTON ST
2011-05-06 04:00:00;True;387.0;FULTON ST
2011-05-06 08:00:00;True;7259.0;FULTON ST
2011-05-06 12:00:00;True;4129.0;FULTON ST
2011-05-06 16:00:00;True;2688.0;FULTON ST
2011-05-06 20:00:00;True;2237.0;FULTON ST
2011-05-07 00:00:00;True;1341.0;FULTON ST interpolated
2011-05-07 04:00:00;True;445.0;FULTON ST
2011-05-07 08:00:00;True;2883.0;FULTON ST
2011-05-07 12:00:00;True;3827.0;FULTON ST
2011-05-07 16:00:00;True;3610.0;FULTON ST
2011-05-07 20:00:00;True;2251.0;FULTON ST
2011-05-08 00:00:00;True;907.0;FULTON ST
2011-05-08 04:00:00;True;243.0;FULTON ST
2011-05-08 08:00:00;True;1222.0;FULTON ST
2011-05-08 12:00:00;True;2969.0;FULTON ST
2011-05-08 16:00:00;True;3175.0;FULTON ST
2011-05-08 20:00:00;True;2050.0;FULTON ST
2011-05-09 00:00:00;True;695.0;FULTON ST
2011-05-09 04:00:00;True;799.0;FULTON ST
2011-05-09 08:00:00;True;12344.0;FULTON ST
2011-05-09 12:00:00;True;7188.0;FULTON ST
2011-05-09 16:00:00;True;4628.0;FULTON ST
2011-05-09 20:00:00;True;3903.0;FULTON ST
2011-05-10 00:00:00;True;707.0;FULTON ST
2011-05-10 04:00:00;True;1967.0;FULTON ST
